ts_utc,model,metric
2026-04-02T02:35:52.830153+00:00,timeline,3.5078351006198387
2026-04-02T02:38:07.724459+00:00,timeline,3.5078351006198387
2026-04-02T02:39:38.108046+00:00,timeline,3.735133223235607
2026-04-02T03:00:31.991084+00:00,timeline,3.5533110151688256
